,name,category,subcategory,price,created_at,purchase_opportunity,description
4803,Zermatt Hand-Knotted Crosses Rug,Rugs,Patterned Rugs,139.99,2019-10-04 13:23:39-06:00,Yes,"Hand-Knotted with precise attention to detail, the Zermatt Crosses Rug plays with a classic color palette of cream and gray. Overtly transitional, but leaning modern with a geometric motif, this rug elevates your living space, while its high-quality, durable construction will anchor your space for years to come. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4804,Rosemarie Collection No. 5,Rugs,Patterned Rugs,90.0,2020-10-15 15:19:31-06:00,Yes,"﻿With an unexpected color palette of muted lavender and rusty hues, the Rosemarie Collection No. 5 brings a vintage meets classic feel to your home. Power-loomed in Egypt for added softness and durability, this rug features a low pile, perfect for anchoring high traffic spaces. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown. Rug swatches cannot be returned or exchanged."
4805,Melange Black Stripe Indoor / Outdoor Rug,Rugs,Patterned Rugs,80.0,2018-10-24 09:44:35-06:00,Yes,"Rugged meets refined in our Melange Black Stripe Rug. A sophisticated pattern in a flat twill weave brings dimension to your space. Washable and scrubbable, this rug is perfect for placing indoors or outdoors.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4806,Mumbai Rug,Rugs,Patterned Rugs,150.0,2019-10-04 13:23:42-06:00,Yes,"Striped and straightforward, the Mumbai Rug makes a statement in your space with its hand-woven jute construction. Adding textural detail to your kitchen in runner form, or grounding your furniture in your living room, its subtle contrast lends just the right amount of visual interest.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4807,Tamarack Hand-Knotted Rug,Rugs,Patterned Rugs,2500.0,2021-03-04 16:01:19-07:00,Yes,"The Tamarack Hand-Knotted Rug is intricate and soft. With a muted palette that celebrates tonal hues, the woven nuances of its design shine through. Hand-knotted from wool, each rug is a show of craftsmanship that seamlessly enriches your space with a timeless feel and soft warmth.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4808,Orleans Gray Rug,Rugs,Patterned Rugs,365.0,2021-09-22 09:13:55-06:00,Yes,"Textural and organic, the Orleans Gray Rug anchors any room with a touch of movement from its distinct hand-woven technique. Crafted from wool in a palette of warm gray and cream, this durable rug is versatile and beautiful, adding interest to any space with ease.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4809,Rosemarie Collection No. 1 Sage,Rugs,Patterned Rugs,90.0,2020-10-15 15:19:37-06:00,Yes,"﻿The Rosemarie Collection No. 1 Sage is power-loomed in Egypt for added durability and softness, and crafted with a low pile, perfect for high traffic areas of your home. Its vintage meets modern motif effortlessly brings eye-catching depth wherever it’s placed, while its cool sage and warm blush palette add dimension to any home design. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4810,Calistoga Rug,Rugs,Patterned Rugs,68.99,2020-07-16 12:00:18-06:00,Yes,"﻿Hand woven with a keen attention to detail, the Calistoga Rug is crafted through traditional techniques creating a tight weave and no pile design. With a tribal-inspired design, this rug effortlessly grounds your space with its tonal hues and intriguing motif. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4811,Ellington Rug,Rugs,Patterned Rugs,160.0,2019-07-12 13:07:53-06:00,Yes,"Our Ellington Rug features a tribal inspired design and hand-tufted construction. Crafted from 100% wool, its neutral tones and intricate motif lend to a more traditional style, while it’s spill resistant and antimicrobial design is durable enough for any room in your home. From bedrooms to living rooms, anchor your existing decor with its timeless, sophisticated design.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4812,Belleville Indoor/Outdoor Rug,Rugs,Patterned Rugs,50.0,2020-10-06 12:02:59-06:00,Yes,"On a background of neutral cream, thin detailed lines of warm tan come together to create a banded design on our Belleville Indoor / Outdoor Rug. Crafted on a loom with recycled polyester, this gorgeous, simple rug is soft to the touch and has no pile, making it easy to clean and perfect for high-traffic indoor or outdoor areas. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4813,Birmingham Indoor / Outdoor Rug,Rugs,Patterned Rugs,70.0,2016-11-01 12:06:14-06:00,Yes,"A durable, reliable, and eco-friendly indoor/outdoor rug in classic stripes of black and ivory. 
 Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4814,Premium Indoor Rug Pad,Rugs,Patterned Rugs,29.0,2019-05-07 10:46:40-06:00,Yes,"The only rug pad we use! Your feet will thank you when you use this rug pad in any room of your home. It provides cushion, insulation, a no-slip grip and protection for your floors. It can be used on both hard and carpeted surfaces."
4815,Picardy Rug,Rugs,Patterned Rugs,73.99,2020-02-07 14:08:13-07:00,Yes,"With muted tones of blue and brown, this tribal-inspired, hand-tufted rug anchors your space with an intentionally designed look and feel. Crafted from a wool blend, this hand-tufted rug is durable and soft on the feet, lending comfort to living and bedrooms alike. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4816,Rosemarie Collection No. 2,Rugs,Patterned Rugs,90.0,2020-10-15 15:19:35-06:00,Yes,"﻿With a vintage meets classic motif, the Rosemarie Collection No. 2 easily anchors your space with casual elegance. Power-loomed in Egypt for added softness and durability, this low pile rug is versatile by design, blending seamlessly throughout your home. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown. Rug swatches cannot be returned or exchanged."
4817,Lazio Rug,Rugs,Patterned Rugs,200.0,2020-02-07 14:08:06-07:00,Yes,"﻿Crafted from 100% wool and hand-tufted by skilled artisans, the Lazio Rug is luxuriously soft, perfect for both bedrooms and living rooms. With a unique motif and visually stunning mix of colors, this rug blends seamlessly in both modern and traditional homes. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4818,Latvia Wool Rug,Rugs,Patterned Rugs,380.0,2019-06-04 10:41:58-06:00,Yes,"Crafted from 100% wool and hand-knotted by skilled artisans, our Latvia Wool Rug is timeless, durable, and soft––anchoring your space with transitional style to last throughout the years. Its neutral tones and feminine provide a soothing aesthetic, as a textural fringed edge finishes off the design.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4819,Tattersal Black Indoor / Outdoor Rug,Rugs,Patterned Rugs,60.0,2018-10-24 09:45:26-06:00,Yes,"Just like our best-selling Cotton Tattersall Rug, but made to be even more durable! This Tattersall Black Indoor/Outdoor Rug is both fun and sophisticated––bringing personality to every room it’s in.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4820,Tiaro Rug,Rugs,Patterned Rugs,150.0,2020-12-17 13:58:19-07:00,Yes,"﻿Crafted by hand from soft wool, the Tiara Rug is patterned with beautiful line work in a neutral palette of beige and cream. Patterned lines that extend across the entirety of the rug are met at each short end with full, thick fringe, lending a casual, playful tone to this versatile textile.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4821,Ellsworth Hand-Tufted Rug,Rugs,Patterned Rugs,86.99,2020-10-06 12:02:56-06:00,Yes,"High in contrast and intricate by design, the Ellsworth Hand-Tufted Rug anchors your space with its traditional meets modern motif. In a rich palette of deep blue, rust, and tan, this rug has a detailed trim and pattern that brings a pronounced focus to your style and home design. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4822,Anya Hand-Knotted Rug,Rugs,Patterned Rugs,400.0,2019-11-14 15:02:52-07:00,Yes,"Hand-knotted with a pretty tonal palette, the Anya Rug is constructed with durability in mind. Crafted from 100% wool, this rug not only anchors your space in comfort, but is great in high traffic areas. Its neutral hues add warmth to your home, while blending seamlessly with existing design. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4823,Vilnius Wool Rug,Rugs,Patterned Rugs,2500.0,2019-06-04 10:42:58-06:00,Yes,"Hand-knotted from 100% wool, the vintage motif of the Vilnius Wool Rug anchors your space through its warm, neutral hues. With a touchable, soft texture, this rug is transitional, bringing an old world feel to modern and traditional spaces alike.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4824,Vintage Rug No. 198,Rugs,Patterned Rugs,3615.0,2020-12-23 10:17:48-07:00,Yes,"﻿After sifting through stacks of one-of-a-kind rugs from around the world, the Vintage Rug Collection was born. Each unique rug is steeped in history and woven, tufted, or knotted by hand, ready to begin anew in your home. All of our hand-selected rugs were chosen for their stunning designs and heritage, bringing interest, timeless character, and soul to your home for years to come.
Our vintage rugs may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
